#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PF19045              PF19045      162 CM000950_914         -            716   1.2e-96  317.5   0.4   1   1  9.8e-100   1.2e-96  317.5   0.4     1   161   552   712   552   713 0.99 Ligase-CoA domain
PF18911              PF18911.1     82 CM000950_927         -           1636   4.6e-21   71.3  12.0   1   1   9.6e-24   1.1e-20   70.0   5.5    11    80   498   566   492   568 0.94 PKD domain
PF19968              PF19968      160 CM000950_953         -            681   7.9e-76  249.8   5.1   1   1   2.6e-78   1.6e-75  248.8   5.1     1   160   191   353   191   353 0.97 vWA-MoxR associated protein middle region (VMAP-M) 7
PF20028              PF20028      227 CM000950_953         -            681   1.4e-40  135.7   4.8   1   1   2.4e-43   1.4e-40  135.7   4.8     1   227   382   641   382   641 0.83 vWA-MoxR associated protein C-terminal domain
PF19493              PF19493      101 CM000950_954         -            117   8.9e-16   54.5   0.2   1   1   9.3e-19   1.1e-15   54.2   0.2     2   100    10   109     9   110 0.83 Trypsin-co-occurring domain 1
PF19420              PF19420      291 CM000950_992         -            276   1.9e-12   43.1   0.0   1   1   2.2e-11   2.7e-08   29.5   0.0    20   179    33   171    23   179 0.83 N,N dimethylarginine dimethylhydrolase, eukaryotic
PF19794              PF19794      145 CM000950_1068        -            148   2.9e-72  237.2   0.2   1   1   2.8e-75   3.3e-72  237.0   0.2     1   144     1   147     1   148 0.95 Family of unknown function (DUF6278)
PF18911              PF18911.1     82 CM000950_1074        -            706   7.2e-15   51.4   8.7   1   1   7.6e-17     9e-14   47.9   4.3     8    81   505   579   498   580 0.88 PKD domain
PF19380              PF19380       88 CM000950_1127        -            108   6.3e-39  128.5   3.8   1   1   6.4e-42   7.6e-39  128.2   3.8     2    88    15   101    14   101 0.98 Family of unknown function (DUF5955)
PF19691              PF19691      248 CM000950_1148        -            129   3.3e-18   62.4   4.4   1   1     4e-20   4.7e-17   58.6   4.6    93   162    12    82     9    93 0.88 Family of unknown function (DUF6192)
PF19319              PF19319      161 CM000950_1359        -            378   5.3e-92  302.1   1.2   1   1     9e-95   1.1e-91  301.1   1.2     1   161   218   378   218   378 1.00 Domain of unknown function (DUF5919)
PF19853              PF19853      142 CM000950_1389        -            199   1.3e-54  180.2   7.9   1   1   1.3e-57   1.6e-54  180.0   7.9     2   142    43   182    42   182 0.99 Family of unknown function (DUF6328)
PF19054              PF19054      180 CM000950_1406        -            281   1.9e-46  154.1   6.7   1   1   2.1e-49   2.5e-46  153.7   6.7     1   180    98   276    98   276 0.99 Domain of unknown function (DUF5753)
PF19473              PF19473      135 CM000950_1451        -            142   7.6e-73  238.9   2.4   1   1   7.3e-76   8.7e-73  238.7   2.4     1   133     1   133     1   135 0.98 Family of unknown function (DUF6010)
PF18967              PF18967      107 CM000950_1526        -            607     1e-12   44.6   0.9   1   1   8.6e-16     1e-12   44.6   0.9     4   107   502   597   497   597 0.87 Family of unknown function (DUF5706)
PF19594              PF19594      142 CM000950_1534        -            161   1.1e-67  222.6   3.9   1   1   1.1e-70   1.3e-67  222.4   3.9     1   142     1   142     1   142 1.00 Family of unknown function (DUF6099)
PF19409              PF19409       36 CM000950_1594        -             59   2.4e-12   42.7  12.4   1   1   2.6e-15   3.1e-12   42.3  12.4     1    36    24    59    24    59 0.94 Thiopeptide-type bacteriocin precursor
PF19409              PF19409       36 CM000950_1595        -             57   2.3e-12   42.7  12.4   1   1   2.4e-15   2.8e-12   42.4  12.4     1    36    22    57    22    57 0.94 Thiopeptide-type bacteriocin precursor
PF19054              PF19054      180 CM000950_1621        -            320   6.7e-44  145.8   1.5   1   1   8.1e-47   9.7e-44  145.3   1.5     1   180   140   315   140   315 0.97 Domain of unknown function (DUF5753)
PF19291              PF19291      212 CM000950_1643        -            597   1.7e-16   56.3   0.1   1   1   2.4e-19   2.8e-16   55.6   0.1    14   141     6   142     3   157 0.81 Domain of unknown function (DUF5911)
PF19461              PF19461      179 CM000950_1728        -            194   2.4e-77  254.8   0.1   1   1   2.3e-80   2.8e-77  254.6   0.1     1   178    11   190    11   191 0.98 Family of unknown function (DUF5998)
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   1   8   4.2e-10     5e-07   25.8   0.0     3    65   210   272   208   274 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   2   8   5.6e-12   6.7e-09   31.8   0.1     4    65   395   456   393   458 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   3   8     6e-11   7.1e-08   28.5   0.0     4    64   487   547   485   550 0.95 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   4   8   2.9e-11   3.4e-08   29.5   0.0     3    65   578   640   576   642 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   5   8     7e-12   8.4e-09   31.5   0.1     3    66   670   733   668   734 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   6   8   9.2e-11   1.1e-07   27.9   0.1     3    65   762   824   760   826 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   7   8   9.8e-13   1.2e-09   34.2   0.0     3    65   946  1008   944  1010 0.96 HAMP domain
PF18947              PF18947       67 CM000950_1824        -           1821   4.2e-93  301.5  23.3   8   8   9.4e-11   1.1e-07   27.9   0.2     3    65  1038  1100  1036  1102 0.96 HAMP domain
PF19053              PF19053      392 CM000950_1837        -            121   2.6e-56  187.4   4.8   1   1   2.4e-59   2.8e-56  187.2   4.8   273   392     1   121     1   121 0.99 EccD-like transmembrane domain
PF19053              PF19053      392 CM000950_1838        -            379    1e-118  392.8  14.4   1   1  1.1e-121  1.3e-118  392.5  14.4     1   245    94   344    94   350 0.95 EccD-like transmembrane domain
PF19300              PF19300      114 CM000950_1849        -            349   2.6e-13   46.3   0.0   1   1     5e-15     6e-12   42.0   0.0     4   113    31   129    28   130 0.88 Binding-prot-dependent transport system membrane comp, N-term
PF19833              PF19833       87 CM000950_1958        -            728   8.5e-10   34.8   0.2   1   1   1.5e-12   1.8e-09   33.8   0.2     1    63   643   705   643   722 0.93 ATP-dependent DNA helicase RecG C-terminal
PF19269              PF19269      142 CM000950_1982        -            491   1.1e-31  106.3   0.0   1   1   1.7e-34     2e-31  105.4   0.0     2   142   340   486   339   486 0.88 Anticodon binding domain
PF19304              PF19304      119 CM000950_2028        -            530   2.6e-21   72.2   1.1   1   1   3.7e-24   4.4e-21   71.4   0.0     2   118   324   443   323   444 0.92 D-3-phosphoglycerate dehydrogenase intervening domain
PF19690              PF19690       42 CM000950_2036        -            143   1.5e-22   75.5   1.2   1   1   1.3e-25   1.5e-22   75.5   1.2     1    42     8    49     8    49 0.98 Family of unknown function (DUF6191)
PF19300              PF19300      114 CM000950_2071        -            350   2.2e-17   59.5   0.0   1   1   5.9e-19   7.1e-16   54.6   0.0     1   113    17   117    17   118 0.95 Binding-prot-dependent transport system membrane comp, N-term
PF19609              PF19609      106 CM000950_2149        -            181   2.2e-35  117.7  15.8   1   1   2.2e-38   2.6e-35  117.5  15.8     1   106    23   132    23   132 0.97 Family of unknown function (DUF6114)
PF19741              PF19741      145 CM000950_2150        -            218   2.9e-57  189.1   0.2   1   1     3e-60   3.5e-57  188.8   0.2     1   145    44   218    44   218 0.91 Family of unknown function (DUF6230)
PF19361              PF19361      268 CM000950_2157        -            333     5e-24   81.0   0.3   1   1   4.6e-23   5.4e-20   67.8   0.0   127   265   103   239    86   242 0.94 Family of unknown function (DUF5937)
PF19383              PF19383      125 CM000950_2219        -            195     1e-40  134.9   0.0   1   1   1.1e-43   1.3e-40  134.6   0.0     2   125     4   122     3   122 0.97 Family of unknown function (DUF5958)
PF19599              PF19599       58 CM000950_2278        -             60   1.4e-38  127.1   4.9   1   1   1.4e-41   1.6e-38  126.9   4.9     1    58     1    58     1    58 0.99 Family of unknown function (DUF6104)
PF19822              PF19822      157 CM000950_2302        -            147     3e-37  124.1   0.0   1   1     4e-40   4.8e-37  123.4   0.0     2   149     8   140     7   143 0.94 Family of unknown function (DUF6304)
PF19307              PF19307      254 CM000950_2306        -            472  1.2e-139  459.7   0.0   1   1  1.3e-142  1.5e-139  459.3   0.0     4   253   220   469   217   470 0.99 Phage capsid-like protein
PF19344              PF19344      139 CM000950_2391        -            214   9.5e-08   28.4   0.1   1   1   1.3e-10   1.6e-07   27.7   0.1     1   128    83   203    83   208 0.82 Tetracyclin repressor-like, C-terminal domain
PF19692              PF19692      112 CM000950_2433        -            122   3.3e-38  126.3   0.0   1   1   3.1e-41   3.7e-38  126.1   0.0     1   112    11   118    11   118 0.98 Family of unknown function (DUF6193)
PF19692              PF19692      112 CM000950_2434        -             38   3.8e-09   32.7   0.1   1   1   3.2e-12   3.8e-09   32.7   0.1    82   112     4    34     1    34 0.92 Family of unknown function (DUF6193)
PF19692              PF19692      112 CM000950_2435        -            125   4.4e-37  122.7   0.0   1   1   4.3e-40   5.1e-37  122.4   0.0     1   112    12   119    12   119 0.98 Family of unknown function (DUF6193)
PF19608              PF19608      132 CM000950_2437        -            165   2.9e-62  204.3  16.7   1   1   2.4e-65   2.9e-62  204.3  16.7     3   132    35   164    31   164 0.99 Family of unknown function (DUF6113)
PF19300              PF19300      114 CM000950_2445        -            307   6.3e-13   45.1   0.1   1   1   5.3e-16   6.3e-13   45.1   0.1     1    77     1    77     1   101 0.79 Binding-prot-dependent transport system membrane comp, N-term
PF19300              PF19300      114 CM000950_2452        -            309   8.2e-14   48.0   1.3   1   1   1.6e-15   1.9e-12   43.5   0.1     1   113     1   102     1   103 0.89 Binding-prot-dependent transport system membrane comp, N-term
PF19359              PF19359      141 CM000950_2539        -            296   5.2e-67  220.3   9.9   1   1   8.3e-70   9.8e-67  219.4   9.9     4   141     5   142     2   142 0.99 Family of unknown function (DUF5936)
PF19374              PF19374      167 CM000950_2564        -            166   4.9e-72  237.1   0.1   1   1   4.6e-75   5.4e-72  237.0   0.1     1   167     1   166     1   166 0.99 Family of unknown function (DUF5949)
PF19147              PF19147      265 CM000950_2616        -            302  8.9e-117  385.6   0.0   1   1  8.5e-120    1e-116  385.4   0.0     1   265    36   298    36   298 1.00 Family of unknown function (DUF5829)
PF19054              PF19054      180 CM000950_2692        -            284   1.3e-51  170.9   1.5   1   1   1.4e-54   1.6e-51  170.6   1.5     1   180    93   272    93   272 0.98 Domain of unknown function (DUF5753)
PF19054              PF19054      180 CM000950_2698        -            284   1.4e-51  170.8   1.1   1   1   1.5e-54   1.8e-51  170.5   1.1     1   180    93   272    93   272 0.98 Domain of unknown function (DUF5753)
PF18934              PF18934      736 CM000950_2767        -            595  2.1e-230  763.1  32.6   1   1    2e-233  2.4e-230  762.9  32.6   155   736     1   580     1   580 0.98 Family of unknown function (DUF5682)
PF18934              PF18934      736 CM000950_2768        -            151   1.4e-43  145.4   1.6   1   1   1.3e-46   1.6e-43  145.3   1.6     1   104    19   122    19   149 0.82 Family of unknown function (DUF5682)
PF18944              PF18944.1    210 CM000950_2773        -            306   1.9e-48  161.6   0.6   1   1   1.6e-51   1.9e-48  161.6   0.6    99   210     1   113     1   113 0.97 Family of unknown function (DUF5691)
PF19939              PF19939       77 CM000950_2940        -            120   5.7e-32  106.3   0.9   1   1     6e-35   7.1e-32  106.0   0.9     1    76    32   118    32   119 0.88 Family of unknown function (DUF6401)
PF19288              PF19288      125 CM000950_2980        -            399   2.2e-36  120.6   0.0   1   1   4.2e-39     5e-36  119.5   0.0     3   118   248   359   246   365 0.96 CofH/MqnC C-terminal region
PF19288              PF19288      125 CM000950_2993        -            387   1.1e-18   63.5   0.0   1   1   1.7e-21     2e-18   62.6   0.0     3   118   243   367   241   374 0.86 CofH/MqnC C-terminal region
PF19054              PF19054      180 CM000950_3040        -            274   3.9e-49  162.9   3.4   1   1   5.1e-52   6.1e-49  162.3   3.4     3   180    93   269    91   269 0.99 Domain of unknown function (DUF5753)
PF18915              PF18915      102 CM000950_3052        -           1240   6.3e-18   61.3   0.0   1   1   7.5e-21   8.9e-18   60.8   0.0     1   102   141   259   141   259 0.90 Domain of unknown function (DUF5667)
PF19361              PF19361      268 CM000950_3096        -            370  6.8e-130  428.1   0.0   1   1  7.1e-133  8.4e-130  427.9   0.0     4   268     2   276     1   276 0.98 Family of unknown function (DUF5937)
PF19054              PF19054      180 CM000950_3131        -            278   2.4e-62  205.9   4.5   1   1   2.7e-65   3.2e-62  205.5   4.5     1   179    93   272    93   273 0.99 Domain of unknown function (DUF5753)
PF18966              PF18966      181 CM000950_3146        -            241   1.2e-71  236.7   1.7   1   1   1.3e-74   1.6e-71  236.4   1.7     3   181    61   238    57   238 0.94 Uncharacterised lipoprotein
PF19303              PF19303      152 CM000950_3379        -            525   1.3e-11   40.8   0.3   1   1   1.6e-14   1.9e-11   40.2   0.3     1   138   375   522   375   525 0.84 Anticodon binding domain of methionyl tRNA ligase
PF20058              PF20058       78 CM000950_3414        -            437   2.7e-28   93.9   7.9   1   1   5.7e-31   6.8e-28   92.6   7.9     3    77   199   279   197   280 0.90 Domain of unknown function (DUF6457)
PF19136              PF19136      171 CM000950_3424        -            311   7.1e-64  211.7   1.2   1   1   7.3e-67   8.7e-64  211.4   1.2     1   171   127   288   127   288 0.99 Family of unknown function (DUF5819)
PF19871              PF19871       34 CM000950_3451        -            254   1.3e-18   63.0   0.3   1   1   1.1e-21   1.3e-18   63.0   0.3     1    28    79   106    79   113 0.93 Family of unknown function (DUF6344)
PF19516              PF19516      705 CM000950_3497        -            778   1.1e-62  208.7  25.8   1   1   1.2e-65   1.4e-62  208.3  25.8    11   702    23   726    16   754 0.84 Family of unknown function (DUF6049)
PF19348              PF19348      266 CM000950_3572        -            330  3.2e-135  445.9   4.7   1   1  3.1e-138  3.7e-135  445.7   4.7     1   265    64   329    64   330 0.99 Family of unknown function (DUF5926)
PF19790              PF19790       79 CM000950_3644        -             81   1.4e-30  101.9   6.1   1   1   1.3e-33   1.5e-30  101.8   6.1     1    78     1    80     1    81 0.78 Family of unknown function (DUF6274)
PF19054              PF19054      180 CM000950_3862        -            304     1e-58  194.1   4.7   1   1   1.5e-61   1.7e-58  193.4   4.7     2   179    80   256    79   257 0.99 Domain of unknown function (DUF5753)
PF19631              PF19631       78 CM000950_3937        -            101   3.1e-28   94.2   0.4   1   1     3e-31   3.6e-28   94.0   0.4     1    78    10    87    10    87 0.99 Trypsin-co-occurring domain 2
PF19352              PF19352      135 CM000950_3971        -            215   2.5e-74  243.9   0.9   1   1   6.2e-77   7.4e-74  242.4   0.8     1   135    81   215    81   215 0.99 Tetracyclin repressor-like, C-terminal domain
PF19054              PF19054      180 CM000950_4003        -            288   1.2e-45  151.5   8.1   1   1   1.6e-48   1.9e-45  150.8   8.1     1   180   105   283   105   283 0.99 Domain of unknown function (DUF5753)
PF19288              PF19288      125 CM000950_4017        -            864   1.2e-12   44.0   0.0   1   1   2.8e-15   3.3e-12   42.5   0.0     3   116   721   837   719   845 0.79 CofH/MqnC C-terminal region
PF19054              PF19054      180 CM000950_4023        -            289   2.7e-64  212.3   4.2   1   1   3.2e-67   3.8e-64  211.8   4.2     4   179   100   277    97   278 0.98 Domain of unknown function (DUF5753)
PF19738              PF19738      226 CM000950_4051        -            262  3.1e-120  396.0   2.1   1   1  2.9e-123  3.4e-120  395.9   2.1     2   226     5   262     1   262 0.97 Family of unknown function (DUF6227)
PF19344              PF19344      139 CM000950_4111        -            229   2.1e-08   30.6   0.2   1   1   3.1e-11   3.7e-08   29.8   0.2    14   131   108   218    96   225 0.74 Tetracyclin repressor-like, C-terminal domain
PF20030              PF20030      205 CM000950_4220        -            327   5.5e-11   38.0   0.1   1   1   1.8e-13   2.2e-10   36.1   0.1     3   168    19   185    17   208 0.85 MoxR domain in the MoxR-vWA-beta-propeller ternary systems
PF20060              PF20060      117 CM000950_4234        -            107     3e-16   55.9   0.3   1   1     3e-19   3.6e-16   55.7   0.3    16   116     8   103     5   104 0.83 Family of unknown function (DUF6459)
PF19866              PF19866      174 CM000950_4361        -            292   9.3e-17   57.5   0.0   1   1   1.1e-19   1.3e-16   57.1   0.0     6   167    82   230    77   233 0.84 Family of unknown function (DUF6339)
PF19950              PF19950       30 CM000950_4370        -            105   4.4e-15   51.5   9.4   1   1   1.4e-17   1.6e-14   49.7   9.4     1    29    74   102    74   103 0.95 Family of unknown function (DUF6412)
PF19531              PF19531      126 CM000950_4480        -            202   1.3e-31  105.6   0.0   1   1   3.1e-34   3.6e-31  104.2   0.0     3   126    90   193    88   193 0.93 Family of unknown function (DUF6058)
PF19086              PF19086      199 CM000950_4538        -            365   5.7e-31  104.0   0.0   1   1   7.3e-34   8.7e-31  103.4   0.0     1   190    73   262    73   269 0.87 Terpene synthase family 2, C-terminal metal binding
PF19686              PF19686      121 CM000950_4565        -            136   1.4e-33  111.9   0.0   1   1   1.3e-36   1.6e-33  111.7   0.0     3   120    10   134     8   135 0.96 Family of unknown function (DUF6188)
PF19864              PF19864      151 CM000950_4586        -            681   2.8e-56  185.4   0.0   1   1   3.5e-59   4.1e-56  184.9   0.0     1   151    58   210    58   210 0.98 Radical SAM proteins, N-terminal
PF19756              PF19756       67 CM000950_4690        -             77   8.2e-31  102.3  10.5   1   1   8.3e-34   9.9e-31  102.1  10.5     1    63     1    63     1    75 0.86 Family of unknown function (DUF6243)
PF19054              PF19054      180 CM000950_4840        -            280   1.6e-52  173.9   0.1   1   1   2.4e-55   2.8e-52  173.1   0.1     1   179    93   266    93   267 0.98 Domain of unknown function (DUF5753)
PF19054              PF19054      180 CM000950_4865        -            282   2.5e-59  196.1   6.8   1   1   2.8e-62   3.4e-59  195.7   6.8     1   180    90   264    90   264 0.99 Domain of unknown function (DUF5753)
PF19965              PF19965      218 CM000950_4869        -            681   3.1e-60  199.7   3.0   1   1   2.6e-63   3.1e-60  199.7   3.0     1   217   192   405   192   406 0.97 vWA-MoxR associated protein middle region (VMAP-M) 2
PF19545              PF19545      129 CM000950_4873        -            146   2.7e-32  107.8  15.9   1   1   2.6e-35   3.1e-32  107.6  15.9     3   127     9   135     7   137 0.95 Family of unknown function (DUF6069)
PF19054              PF19054      180 CM000950_4896        -            289     3e-50  166.5   3.7   1   1   3.7e-53   4.4e-50  166.0   3.7     1   179   106   283   106   284 0.99 Domain of unknown function (DUF5753)
PF19561              PF19561      112 CM000950_4906        -            155   3.3e-24   81.0   3.8   1   1   2.7e-27   3.3e-24   81.0   3.8    13   106    58   153    49   154 0.92 Family of unknown function (DUF6083)
PF19746              PF19746       58 CM000950_4946        -            109   1.8e-22   75.5   0.2   1   1   1.5e-25   1.8e-22   75.5   0.2     1    58    52   107    52   107 0.98 Family of unknown function (DUF6233)
PF19297              PF19297      237 CM000950_5025        -            358     3e-21   72.0   0.0   1   1     5e-24   5.9e-21   71.0   0.0    38   232    46   235    42   265 0.76 QcrA subunit N-terminal region
PF19354              PF19354      175 CM000950_5054        -            402   3.3e-89  293.4   9.3   1   1     4e-92   4.8e-89  292.9   9.3     1   175     5   178     5   178 0.99 Family of unknown function (DUF5931)
PF19302              PF19302      195 CM000950_5104        -           1046     2e-44  147.6   0.0   1   1   2.3e-47   2.8e-44  147.2   0.0     3   175   849  1023   847  1046 0.91 Domain of unknown function (DUF5915)
PF19870              PF19870       82 CM000950_5221        -             91   1.5e-48  159.3   3.7   1   1   1.5e-51   1.8e-48  159.0   3.7     1    82     3    84     3    84 0.99 Family of unknown function (DUF6343)
PF19295              PF19295      172 CM000950_5287        -            473   9.6e-12   41.2   0.0   1   1   3.2e-14   3.8e-11   39.2   0.0   104   171   141   207   125   208 0.89 SufBD protein N-terminal region
PF19580              PF19580      311 CM000950_5300        -            615   1.7e-10   36.6   0.0   1   1     8e-13   9.5e-10   34.1   0.0   131   251   461   584   447   600 0.79 Endonuclease/Exonuclease/phosphatase family
PF19575              PF19575       73 CM000950_5357        -             86   6.3e-37  121.7   5.0   1   1   6.2e-40   7.4e-37  121.5   5.0     4    72    10    79     7    80 0.93 Helix-turn-helix domain
PF19803              PF19803      107 CM000950_5362        -            230   6.5e-35  116.0   7.7   1   1   5.4e-38   6.5e-35  116.0   7.7     1   106   119   222   119   223 0.97 Family of unknown function (DUF6286)
PF19291              PF19291      212 CM000950_5364        -            594   2.3e-22   75.5   0.0   1   1   3.4e-25     4e-22   74.7   0.0    13   154     3   149     1   180 0.78 Domain of unknown function (DUF5911)
PF19289              PF19289      219 CM000950_5381        -            464   1.4e-45  151.4   0.0   1   1   3.6e-48   2.1e-45  150.8   0.0     2   219   227   459   226   459 0.95 PmbA/TldA metallopeptidase C-terminal domain
PF19289              PF19289      219 CM000950_5383        -            507   9.4e-31  102.9   0.0   1   1   1.3e-33   1.5e-30  102.2   0.0     1   217   252   498   252   500 0.92 PmbA/TldA metallopeptidase C-terminal domain
PF19291              PF19291      212 CM000950_5422        -            608   2.6e-18   62.3   0.0   1   1   3.5e-21   4.1e-18   61.6   0.0    12   129    10   135     5   163 0.82 Domain of unknown function (DUF5911)
PF19368              PF19368       82 CM000950_5435        -            245   8.3e-09   31.8   0.0   1   1   1.7e-11     2e-08   30.6   0.0     1    67   159   227   159   237 0.79 AraR C-terminal winged HTH domain
PF18937              PF18937      273 CM000950_5459        -            411   1.6e-20   69.8   0.0   1   1   5.3e-23   6.3e-20   67.9   0.0     2   219    15   248    14   268 0.84 Family of unknown function (DUF5685)
PF19347              PF19347      178 CM000950_5491        -            367   3.3e-80  264.0   0.2   1   1   3.7e-83   4.3e-80  263.6   0.2     7   178     4   174     1   174 0.99 Domain of unknown function (DUF5925)
PF18963              PF18963       51 CM000950_5556        -             62   4.3e-25   83.3   5.2   1   1   4.3e-28   5.1e-25   83.1   5.2     1    51     3    53     3    53 0.99 Family of unknown function (DUF5703)
PF19187              PF19187.1    115 CM000950_5597        -            340   6.1e-29   96.4   0.2   1   1   5.1e-32   6.1e-29   96.4   0.2     2   114     8   125     7   126 0.92 PafC helix-turn-helix domain
PF19460              PF19460      108 CM000950_5642        -            134   2.6e-54  178.2   0.7   1   1   2.6e-57   3.1e-54  177.9   0.7     1   108    10   117    10   117 0.99 Family of unknown function (DUF5997)
PF19296              PF19296      185 CM000950_5723        -            682   2.2e-11   40.3   0.8   1   1   2.6e-13   3.1e-10   36.6   0.8     7   184   420   587   415   588 0.80 Domain of unknown function (DUF5913)
PF19953              PF19953      107 CM000950_5725        -            125   7.1e-32  105.8   2.7   1   1   7.6e-35     9e-32  105.5   2.7     3   107    12   117    10   117 0.95 Effector Associated Constant Component 1
PF19664              PF19664       96 CM000950_5737        -            137   1.6e-07   27.6   1.4   1   1   1.3e-10   1.6e-07   27.6   1.4     2    84     3    89     2   101 0.82 Family of unknown function (DUF6167)
PF19458              PF19458      225 CM000950_5782        -            234   9.1e-73  240.3   0.0   1   1   8.6e-76     1e-72  240.2   0.0     2   225    19   232    18   232 0.95 Family of unknown function (DUF5995)
